longitude,latitude,ndvi,ndbi,fakulte
27.20438978345041,38.3673562101886,-0.0041302233,-0.0776916,Guzel Sanatlar
27.204504254791335,38.367356010580984,0.01804709,-0.06235969,Guzel Sanatlar
27.20461872613113,38.3673558108616,0.041484427,-0.022112383,Guzel Sanatlar
27.204733197469793,38.367355611030455,0.06132989,0.0030321407,Guzel Sanatlar
27.204847668807318,38.36735541108756,0.01991342,0.058052134,Guzel Sanatlar
27.204962140143707,38.367355211032894,-0.025529604,0.03910016,Guzel Sanatlar
27.205076611478965,38.36735501086646,-0.050827187,0.0999811,Guzel Sanatlar
27.205191082813087,38.36735481058829,-0.0047741462,0.047116738,Guzel Sanatlar
27.20530555414607,38.36735461019834,0.05942029,0.009149441,Guzel Sanatlar
27.205420025477913,38.36735440969663,0.10584752,-0.029634735,Guzel Sanatlar
27.205534496808625,38.36735420908317,0.10593714,-0.006000706,Guzel Sanatlar
27.204275058786017,38.367266286910066,0.096935585,0.14285715,Guzel Sanatlar
27.204389529986123,38.36726608741485,0.057395145,0.0993419,Guzel Sanatlar
27.204504001185096,38.36726588780787,0.03989827,0.069416784,Guzel Sanatlar
27.204618472382933,38.36726568808913,0.022758812,0.009940892,Guzel Sanatlar
27.204732943579643,38.367265488258624,0.025906736,-0.03725262,Guzel Sanatlar
27.204847414775212,38.36726528831637,0.002286934,0.0031842305,Guzel Sanatlar
27.204961885969652,38.36726508826234,0.011486708,-0.02870494,Guzel Sanatlar
27.20507635716295,38.367264888096564,-0.005866667,0.01997897,Guzel Sanatlar
27.20519082835512,38.36726468781902,0.033088237,0.02902557,Guzel Sanatlar
27.20530529954615,38.36726448742972,0.16525507,0.0033692722,Guzel Sanatlar
27.205419770736043,38.36726428692866,0.15618493,0.0071530757,Guzel Sanatlar
27.204618218635876,38.36717556531527,0.06718718,0.10401932,Guzel Sanatlar
27.204732689690626,38.367175365485416,0.05609205,0.067996375,Guzel Sanatlar
27.204847160744247,38.36717516554379,0.035499275,0.08291966,Guzel Sanatlar
27.204961631796728,38.36717496549041,0.034705408,0.055964652,Guzel Sanatlar
27.20507610284808,38.36717476532528,0.0070101647,-8.709284E-4,Guzel Sanatlar
27.205190573898292,38.36717456504838,0.040206566,-0.01676582,Guzel Sanatlar
27.204961377624944,38.36708484271709,0.090790614,0.06636921,Guzel Sanatlar
27.205075848534342,38.3670846425526,0.05877743,0.029802514,Guzel Sanatlar
27.202444523641887,38.36762995476426,0.15615305,0.06423938,Fen Edebiyat
27.20232980094233,38.36754002958104,0.22703893,-0.03834197,Fen Edebiyat
27.20244427258745,38.36753983198384,0.26409495,0.034670293,Fen Edebiyat
27.202558744231446,38.36753963427487,0.28981152,-0.016795866,Fen Edebiyat
27.202673215874327,38.36753943645415,0.10555556,0.10678885,Fen Edebiyat
27.202329550030967,38.367449906798605,0.114929706,-0.03694479,Fen Edebiyat
27.202444021534134,38.36744970920203,0.4087639,0.029073698,Fen Edebiyat
27.20255849303618,38.3674495114937,0.37485647,-0.023941856,Fen Edebiyat
27.202672964537097,38.36744931367361,0.12819229,0.13545664,Fen Edebiyat
27.202787436036896,38.367449115741756,-0.01047443,-0.040998217,Fen Edebiyat
27.202901907535573,38.36744891769815,0.026522448,-0.07394203,Fen Edebiyat
27.203016379033123,38.36744871954277,0.049028676,0.13682207,Fen Edebiyat
27.202214827758397,38.36735998149894,0.04962876,-0.03967486,Fen Edebiyat
27.202329299120727,38.367359784014766,0.057142857,0.039162304,Fen Edebiyat
27.20244377048194,38.367359586418836,0.2461981,0.2695736,Fen Edebiyat
